teamId,parentTeam,affiliateLevel,affiliateName,firstName,lastName,age,position,currentDisplayOVR,floorDisplay,ceilingDisplay,contact,power,eye,speed,defense,durability,stuff,control,stamina,velocity,movement,workEthic,mentalToughness,leadership,competitiveness,developmentProgram,developmentTrajectory,role,scoutingNote
phi,Philadelphia Liberty Bells,A_PLUS,Trenton Tollkeepers,Wes,Jasso,21,SP,40,35,60,20,20,20,20,30,40,45,45,50,45,45,75,56,75,93,refinement,on_track,Scarcity-position prospect / above-average role path,"Starter traits with enough pitch mix to stay in a rotation; refinement should decide the role. Fits the org identity around contact-first hitters with gap power, sturdy catchers, and command arms who survive hitter-leaning parks."
phi,Philadelphia Liberty Bells,AA,Lancaster Quillwrights,Xavi,Rinaldi,22,3B,40,35,60,40,60,35,35,40,40,,,,,,89,68,87,71,power,on_track,Athletic regular upside,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as athletic regular upside.
phi,Philadelphia Liberty Bells,AAA,Wilmington Founders,Yael,Arden,25,CL,50,45,60,20,20,20,25,30,55,60,50,40,60,60,64,80,50,86,breaking,on_track,Near-ready relief or swingman option,Late-inning arm with leverage temperament and swing-and-miss shape; breaking-ball quality is the carrying skill. Best used as near-ready relief or swingman option.
phi,Philadelphia Liberty Bells,A_PLUS,Trenton Tollkeepers,Zane,Hollis,21,1B,35,25,60,35,55,30,30,35,35,,,,,,78,92,62,64,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
phi,Philadelphia Liberty Bells,A,Brandywine Bellows,Emilio,Osuna,20,2B,35,25,55,35,30,35,40,55,35,,,,,,92,62,74,79,defense,on_track,Defense/speed development prospect,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense/speed development prospect.
phi,Philadelphia Liberty Bells,A,Brandywine Bellows,Tomas,Virelli,20,RP,30,20,60,20,20,20,25,30,30,35,25,20,50,30,67,74,86,94,velocity,on_track,Raw arm with starter traits,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as raw arm with starter traits.
phi,Philadelphia Liberty Bells,ROOKIE,Valley Forge Riveters,Jonas,Decker,19,LF,30,20,60,30,40,35,25,35,30,,,,,,81,86,49,72,fundamentals,bust_risk,Young bat with one loud carrying tool,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
phi,Philadelphia Liberty Bells,INTERNATIONAL,Santo Domingo Liberty Academy,Milo,Korman,18,SS,30,20,60,30,25,30,35,50,30,,,,,,95,56,61,87,defense,bust_risk,International/rookie upside lottery ticket,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as international/rookie upside lottery ticket.
phi,Philadelphia Liberty Bells,AAA,Wilmington Founders,Nico,Stellan,27,C,45,40,50,45,45,50,35,60,50,,,,,,76,55,45,80,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
phi,Philadelphia Liberty Bells,AAA,Wilmington Founders,Soren,Amador,26,2B,45,40,50,45,40,45,50,65,45,,,,,,87,62,50,93,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
phi,Philadelphia Liberty Bells,AAA,Wilmington Founders,Tariq,Hoshino,27,LF,45,40,50,45,55,50,40,50,45,,,,,,59,69,55,69,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
phi,Philadelphia Liberty Bells,AAA,Wilmington Founders,Andre,Otero,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,45,70,76,60,82,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
phi,Philadelphia Liberty Bells,AA,Lancaster Quillwrights,Cyrus,Yoshida,24,RP,40,35,55,20,20,20,25,30,45,45,35,30,60,40,81,83,65,95,velocity,on_track,Middle-relief shuttle candidate,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as middle-relief shuttle candidate.
phi,Philadelphia Liberty Bells,AA,Lancaster Quillwrights,Damon,Fenn,24,RF,40,35,55,40,50,45,35,45,40,,,,,,92,90,70,71,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
phi,Philadelphia Liberty Bells,A_PLUS,Trenton Tollkeepers,Felix,Montano,22,SS,35,25,55,35,30,35,40,55,35,,,,,,64,55,75,84,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
phi,Philadelphia Liberty Bells,A,Brandywine Bellows,Gavin,Talbot,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,30,75,62,80,60,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
phi,Philadelphia Liberty Bells,ROOKIE,Valley Forge Riveters,Hugo,Barrow,19,C,25,20,50,25,25,30,20,40,30,,,,,,86,69,85,73,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
phi,Philadelphia Liberty Bells,INTERNATIONAL,Santo Domingo Liberty Academy,Ilya,Ibarra,18,RP,25,20,55,20,20,20,25,30,25,30,20,20,45,25,58,76,90,86,velocity,on_track,Academy arm strength project,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as academy arm strength project.
bos,Boston Noreasters,AA,Portland Harbor Fog,Joaquin,Park,22,3B,50,45,75,50,75,45,45,50,50,,,,,,72,88,53,64,power,ahead_of_curve,Top ranked prospect / potential impact regular,"Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Fits the org identity around durable cold-weather bats, left-side infield depth, and pitchers trained for heavy weather innings."
bos,Boston Noreasters,AA,Portland Harbor Fog,Kaito,Zamora,23,CF,45,40,65,45,50,40,55,60,45,,,,,,86,58,65,79,tools,on_track,Impact follow prospect / everyday or rotation path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around durable cold-weather bats, left-side infield depth, and pitchers trained for heavy weather innings."
bos,Boston Noreasters,A_PLUS,Lowell Millraces,Leon,Gable,21,SS,40,35,60,40,45,35,50,55,40,,,,,,61,70,77,94,tools,on_track,Scarcity-position prospect / above-average role path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around durable cold-weather bats, left-side infield depth, and pitchers trained for heavy weather innings."
bos,Boston Noreasters,AA,Portland Harbor Fog,Malik,Novak,22,SP,40,35,60,20,20,20,20,30,45,45,40,60,45,40,75,82,89,72,stamina,on_track,Athletic regular upside,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as athletic regular upside.
bos,Boston Noreasters,AAA,Providence Gale Runners,Noel,Ullman,25,SP,45,40,60,20,20,20,20,30,50,50,45,65,50,45,89,94,52,87,stamina,on_track,Near-ready relief or swingman option,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as near-ready relief or swingman option.
bos,Boston Noreasters,A_PLUS,Lowell Millraces,Orion,Corvin,21,LF,35,25,60,35,60,30,30,35,35,,,,,,64,64,64,65,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
bos,Boston Noreasters,A,Cape Cod Tideriders,Pavel,Jovic,20,CF,35,25,55,35,35,35,40,55,35,,,,,,78,76,76,80,defense,on_track,Defense/speed development prospect,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense/speed development prospect.
bos,Boston Noreasters,A,Cape Cod Tideriders,Rey,Rocha,20,SP,30,20,60,20,20,20,20,30,30,35,30,50,35,30,92,88,88,95,stamina,on_track,Raw arm with starter traits,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as raw arm with starter traits.
bos,Boston Noreasters,ROOKIE,Salem Sea Glints,Santos,Zeller,19,1B,30,20,60,30,45,35,25,35,30,,,,,,67,58,51,73,fundamentals,bust_risk,Young bat with one loud carrying tool,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
bos,Boston Noreasters,INTERNATIONAL,San Pedro Noreaster Academy,Talen,Gaitan,18,CF,30,20,60,30,30,30,35,50,30,,,,,,81,70,63,88,defense,bust_risk,International/rookie upside lottery ticket,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as international/rookie upside lottery ticket.
bos,Boston Noreasters,AAA,Providence Gale Runners,Uri,Noriega,27,C,45,40,50,45,50,50,35,60,50,,,,,,62,69,47,81,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
bos,Boston Noreasters,AAA,Providence Gale Runners,Vaughn,Wirth,26,2B,45,40,50,45,45,45,50,65,45,,,,,,73,76,52,94,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
bos,Boston Noreasters,AAA,Providence Gale Runners,Wade,Easton,27,LF,45,40,50,45,60,50,40,50,45,,,,,,84,83,57,70,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
bos,Boston Noreasters,AAA,Providence Gale Runners,Yuri,Lark,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,45,95,90,62,83,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
bos,Boston Noreasters,AA,Portland Harbor Fog,Zion,Sato,24,RP,40,35,55,20,20,20,25,30,45,45,35,30,60,40,67,55,67,96,velocity,on_track,Middle-relief shuttle candidate,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as middle-relief shuttle candidate.
bos,Boston Noreasters,AA,Portland Harbor Fog,Alonzo,Albright,24,RF,40,35,55,40,55,45,35,45,40,,,,,,78,62,72,72,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
bos,Boston Noreasters,A_PLUS,Lowell Millraces,Bruno,Halberg,22,SS,35,25,55,35,35,35,40,55,35,,,,,,89,69,77,85,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
bos,Boston Noreasters,A,Cape Cod Tideriders,Cassian,Ortega,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,30,61,76,82,61,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
bos,Boston Noreasters,ROOKIE,Salem Sea Glints,Diego,Yoon,19,C,25,20,50,25,30,30,20,40,30,,,,,,72,83,87,74,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
bos,Boston Noreasters,INTERNATIONAL,San Pedro Noreaster Academy,Enzo,Frost,18,SS,25,20,55,25,25,25,30,45,25,,,,,,83,90,43,87,defense,on_track,Academy middle-infield glove project,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as academy middle-infield glove project.
bal,Baltimore Crab Cakes,AA,Patapsco Pinchers,Franco,Merritt,23,SP,50,45,70,20,20,20,20,30,55,55,55,60,55,60,58,60,55,65,refinement,ahead_of_curve,Top ranked pitching prospect / rotation or leverage upside,"Starter traits with enough pitch mix to stay in a rotation; refinement should decide the role. Fits the org identity around run prevention, framing, bullpen depth, and tough low-variance bats who fit a neutral/pitcher lean."
bal,Baltimore Crab Cakes,AA,Patapsco Pinchers,Griffin,Torres,23,C,45,40,70,45,45,45,35,65,50,,,,,,72,72,67,80,defense,ahead_of_curve,Impact follow prospect / everyday or rotation path,"Catcher with staff-handling traits and a realistic defensive path; defense gives the profile a safer floor. Fits the org identity around run prevention, framing, bullpen depth, and tough low-variance bats who fit a neutral/pitcher lean."
bal,Baltimore Crab Cakes,A_PLUS,Harborplace Mallets,Hayes,Briar,21,CF,40,35,60,40,40,35,50,55,40,,,,,,86,84,79,95,tools,on_track,Scarcity-position prospect / above-average role path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around run prevention, framing, bullpen depth, and tough low-variance bats who fit a neutral/pitcher lean."
bal,Baltimore Crab Cakes,AA,Patapsco Pinchers,Ivan,Irizarry,22,RF,40,35,60,40,60,35,35,40,40,,,,,,61,96,42,73,power,on_track,Athletic regular upside,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as athletic regular upside.
bal,Baltimore Crab Cakes,AAA,Annapolis Hardshells,Jasper,Pryce,25,RP,50,45,60,20,20,20,25,30,55,55,45,40,70,55,75,66,54,88,velocity,on_track,Near-ready relief or swingman option,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as near-ready relief or swingman option.
bal,Baltimore Crab Cakes,A_PLUS,Harborplace Mallets,Kai,Yanez,21,RF,35,25,60,35,55,30,30,35,35,,,,,,89,78,66,66,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
bal,Baltimore Crab Cakes,A,Chesapeake Cakewalkers,Leland,Fujiwara,20,C,35,25,55,35,35,40,25,50,40,,,,,,64,90,78,81,fundamentals,on_track,Defense/speed development prospect,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as defense/speed development prospect.
bal,Baltimore Crab Cakes,A,Chesapeake Cakewalkers,Marco,Matsu,20,CL,30,20,60,20,20,20,25,30,30,40,30,20,40,45,78,60,90,96,breaking,on_track,Raw arm with starter traits,Late-inning arm with leverage temperament and swing-and-miss shape; breaking-ball quality is the carrying skill. Best used as raw arm with starter traits.
bal,Baltimore Crab Cakes,ROOKIE,Inner Harbor Claws,Nestor,Varela,19,CF,30,20,60,30,25,30,35,50,30,,,,,,92,72,53,74,defense,bust_risk,Young bat with one loud carrying tool,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as young bat with one loud carrying tool.
bal,Baltimore Crab Cakes,INTERNATIONAL,Cartagena Crab Academy,Otis,Delrio,18,SP,30,20,60,20,20,20,20,30,30,35,30,50,35,35,67,84,65,89,stamina,bust_risk,International/rookie upside lottery ticket,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as international/rookie upside lottery ticket.
bal,Baltimore Crab Cakes,AAA,Annapolis Hardshells,Paolo,Kessler,27,C,45,40,50,45,45,50,35,60,50,,,,,,87,83,49,82,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
bal,Baltimore Crab Cakes,AAA,Annapolis Hardshells,Ramon,Rosales,26,2B,45,40,50,45,40,45,50,65,45,,,,,,59,90,54,95,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
bal,Baltimore Crab Cakes,AAA,Annapolis Hardshells,Samir,Zoric,27,LF,45,40,50,45,55,50,40,50,45,,,,,,70,55,59,71,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
bal,Baltimore Crab Cakes,AAA,Annapolis Hardshells,Tucker,Gomes,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,50,81,62,64,84,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
bal,Baltimore Crab Cakes,AA,Patapsco Pinchers,Vito,Nystrom,24,CL,40,35,55,20,20,20,25,30,45,50,40,30,50,55,92,69,69,60,breaking,on_track,Middle-relief shuttle candidate,Late-inning arm with leverage temperament and swing-and-miss shape; breaking-ball quality is the carrying skill. Best used as middle-relief shuttle candidate.
bal,Baltimore Crab Cakes,AA,Patapsco Pinchers,Weston,Wynn,24,RF,40,35,55,40,50,45,35,45,40,,,,,,64,76,74,73,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
bal,Baltimore Crab Cakes,A_PLUS,Harborplace Mallets,Yahir,Espina,22,SS,35,25,55,35,30,35,40,55,35,,,,,,75,83,79,86,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
bal,Baltimore Crab Cakes,A,Chesapeake Cakewalkers,Zeke,Lofton,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,35,86,90,84,62,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
bal,Baltimore Crab Cakes,ROOKIE,Inner Harbor Claws,Alden,Seldon,19,C,25,20,50,25,25,30,20,40,30,,,,,,58,55,89,75,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
bal,Baltimore Crab Cakes,INTERNATIONAL,Cartagena Crab Academy,Brody,Ames,18,RP,25,20,55,20,20,20,25,30,25,30,20,20,45,30,69,62,45,88,velocity,on_track,Academy arm strength project,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as academy arm strength project.
wsh,Washington Monuments,A_PLUS,Potomac Pylons,Cade,Huxley,21,SS,40,35,65,40,40,35,50,55,40,,,,,,83,74,57,66,tools,on_track,Top ranked prospect / potential impact regular,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around polished college performers, defense, command, and careful rule 5 planning."
wsh,Washington Monuments,AA,Arlington Surveyors,Dante,Ocampo,23,3B,45,40,65,45,65,40,40,45,45,,,,,,58,86,69,81,power,on_track,Impact follow prospect / everyday or rotation path,"Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Fits the org identity around polished college performers, defense, command, and careful rule 5 planning."
wsh,Washington Monuments,A_PLUS,Potomac Pylons,Ezra,Winslow,21,2B,40,35,60,40,40,35,50,55,40,,,,,,72,56,81,96,tools,on_track,Scarcity-position prospect / above-average role path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around polished college performers, defense, command, and careful rule 5 planning."
wsh,Washington Monuments,AA,Arlington Surveyors,Finnian,Escobar,22,SS,40,35,60,40,40,35,50,55,40,,,,,,86,68,44,74,tools,on_track,Athletic regular upside,Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Best used as athletic regular upside.
wsh,Washington Monuments,AAA,Alexandria Obelisks,Gianni,Lazaro,25,RP,50,45,60,20,20,20,25,30,55,55,45,40,70,50,61,80,56,89,velocity,on_track,Near-ready relief or swingman option,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as near-ready relief or swingman option.
wsh,Washington Monuments,A_PLUS,Potomac Pylons,Holden,Toma,21,DH,35,25,60,35,55,30,30,35,35,,,,,,75,92,68,67,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
wsh,Washington Monuments,A,Georgetown Marblemen,Ismael,Carden,20,LF,35,25,55,35,45,40,30,40,35,,,,,,89,62,80,82,fundamentals,on_track,Defense/speed development prospect,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as defense/speed development prospect.
wsh,Washington Monuments,A,Georgetown Marblemen,Jude,Jun,20,SP,30,20,60,20,20,20,20,30,30,35,30,50,35,30,64,74,43,60,stamina,on_track,Raw arm with starter traits,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as raw arm with starter traits.
wsh,Washington Monuments,ROOKIE,Capitol Pedestals,Kieran,Quill,19,C,30,20,60,30,30,35,20,45,35,,,,,,78,86,55,75,fundamentals,bust_risk,Young bat with one loud carrying tool,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
